ts,Label,Event,CustomerId
13040400000000,STANDARD-NO-FAILURE-MIXED,web : logoff ,ID-2603
13055100000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-2010
13060200000000,STANDARD-NO-FAILURE-MIXED,web : fund transfer,ID-2010
13060300000000,STANDARD-NO-FAILURE-MIXED,web : transaction summary mortgage,ID-2010
13060600000000,STANDARD-NO-FAILURE-MIXED,web : logoff ,ID-2010
13065000000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-1241
13065200000000,STANDARD-NO-FAILURE-MIXED,mobile : payment due date change auto,ID-1241
13065300000000,STANDARD-NO-FAILURE-MIXED,mobile : bill pay payee,ID-1241
13065400000000,STANDARD-NO-FAILURE-MIXED,mobile : credit card spending limits add,ID-1241
13065600000000,STANDARD-NO-FAILURE-MIXED,mobile : payment due date change credit card,ID-1241
13065800000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-1241
13074500000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-573
13074500000000,STANDARD-NO-FAILURE-MIXED,mobile : debit enhanced transaction,ID-573
13074800000000,STANDARD-NO-FAILURE-MIXED,mobile : etd credit card,ID-573
13075100000000,STANDARD-NO-FAILURE-MIXED,mobile : bill pay payment activity,ID-573
13075500000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-573
13093300000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-3958
13093300000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-1431
13094700000000,STANDARD-NO-FAILURE-MIXED,atm : withdrawal,ID-2360
13094800000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-2360
13114000000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-2211
13114200000000,STANDARD-NO-FAILURE-MIXED,mobile : credit card etd order history view amazon,ID-2211
13114700000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-2211
13115600000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-2603
13115800000000,STANDARD-NO-FAILURE-MIXED,web : ultimate rewards shop with points partners,ID-2603
13115900000000,STANDARD-NO-FAILURE-MIXED,web : app settings,ID-2603
13120000000000,STANDARD-NO-FAILURE-MIXED,web : alerts subscription view,ID-2603
13120400000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-2103
13120600000000,STANDARD-NO-FAILURE-MIXED,mobile : you invest faq,ID-2103
13120900000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff ,ID-2103
13121700000000,STANDARD-NO-FAILURE-MIXED,mobile : quickpay payment.completed,ID-2603
13121900000000,STANDARD-NO-FAILURE-MIXED,web : logoff ,ID-2603
13122100000000,STANDARD-NO-FAILURE-MIXED,mobile : transaction summary credit card,ID-2603
13123300000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-2103
13144500000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-833
13144600000000,STANDARD-NO-FAILURE-MIXED,mobile : transaction summary single card,ID-833
13144700000000,STANDARD-NO-FAILURE-MIXED,mobile : debit enhanced transaction,ID-833
13144800000000,STANDARD-NO-FAILURE-MIXED,mobile : investment portfolio,ID-833
13145100000000,STANDARD-NO-FAILURE-MIXED,mobile : transaction history credit card,ID-833
13145500000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-833
13145600000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-1113
13151600000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-4224
13151700000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-2263
13152000000000,STANDARD-NO-FAILURE-MIXED,web : transaction history deposit,ID-2263
13152200000000,STANDARD-NO-FAILURE-MIXED,web : logoff ,ID-2263
13160400000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-2969
13161800000000,STANDARD-NO-FAILURE-MIXED,web : make payment,ID-2969
13162000000000,STANDARD-NO-FAILURE-MIXED,web : payment due date change credit card,ID-2969
13162000000000,STANDARD-NO-FAILURE-MIXED,web : transaction history prepaid account,ID-2969
13162400000000,STANDARD-NO-FAILURE-MIXED,web : logoff,ID-2969
13171000000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-1664
13171600000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-3625
13171800000000,STANDARD-NO-FAILURE-MIXED,mobile : credit score and more,ID-3625
13172000000000,STANDARD-NO-FAILURE-MIXED,mobile : overdraft protection,ID-3625
13172600000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff ,ID-3625
13175700000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-1325
13175700000000,STANDARD-NO-FAILURE-MIXED,mobile : ultimate rewards explore experience,ID-1325
13180300000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-2263
13181200000000,STANDARD-NO-FAILURE-MIXED,mobile : make payment,ID-1325
13181500000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-1325
13181800000000,STANDARD-NO-FAILURE-MIXED,web : fund transfer,ID-2263
13181800000000,STANDARD-NO-FAILURE-MIXED,web : transaction summary multiple card,ID-2263
13182000000000,STANDARD-NO-FAILURE-MIXED,web : fund transfer activity,ID-2263
13182300000000,STANDARD-NO-FAILURE-MIXED,web : bill pay payment transaction info request,ID-2263
13182500000000,STANDARD-NO-FAILURE-MIXED,web : transaction summary multiple products,ID-2263
13183000000000,STANDARD-NO-FAILURE-MIXED,web : logoff ,ID-2263
13235200000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-4117
14013900000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-3675
14014200000000,STANDARD-NO-FAILURE-MIXED,mobile : transaction history deposit,ID-3675
14014300000000,STANDARD-NO-FAILURE-MIXED,mobile : ultimate rewards shop with points partners,ID-3675
14015700000000,STANDARD-NO-FAILURE-MIXED,mobile : make payment,ID-3675
14015900000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-3675
14033200000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-606
14033400000000,STANDARD-NO-FAILURE-MIXED,mobile : digital wallet chasepay settings,ID-606
14033800000000,STANDARD-NO-FAILURE-MIXED,mobile : your offers,ID-606
14035400000000,STANDARD-NO-FAILURE-MIXED,mobile : bill pay payment multiple.completed,ID-606
14035500000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-606
14035600000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-644
14035700000000,STANDARD-NO-FAILURE-MIXED,mobile : offers,ID-644
14035900000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff ,ID-644
14044400000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-2832
14064200000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-3478
14064300000000,STANDARD-NO-FAILURE-MIXED,web : transaction summary deposit consumer,ID-3478
14064900000000,STANDARD-NO-FAILURE-MIXED,web : logoff,ID-3478
14071800000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-4030
14080500000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-3405
14084100000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-4571
14091000000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-3856
14092300000000,STANDARD-NO-FAILURE-MIXED,web : quickpay payment.completed,ID-3856
14092400000000,STANDARD-NO-FAILURE-MIXED,web : mortgage redeem cash back,ID-3856
14092600000000,STANDARD-NO-FAILURE-MIXED,web : investment portfolio,ID-3856
14092800000000,STANDARD-NO-FAILURE-MIXED,web : payment due date change heloc,ID-3856
14092900000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-1113
14093200000000,STANDARD-NO-FAILURE-MIXED,web : logoff,ID-3856
14102700000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-1732
14102900000000,STANDARD-NO-FAILURE-MIXED,mobile : transaction history,ID-1732
14104100000000,STANDARD-NO-FAILURE-MIXED,mobile : card reissue.completed,ID-1732
14104500000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-1732
14111600000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-1431
14113700000000,STANDARD-NO-FAILURE-MIXED,web : make payment,ID-1431
14113800000000,STANDARD-NO-FAILURE-MIXED,web : account preview,ID-1431
14114000000000,STANDARD-NO-FAILURE-MIXED,web : transaction summary business,ID-1431
14114100000000,STANDARD-NO-FAILURE-MIXED,mobile : overdraft protection,ID-1431
14114400000000,STANDARD-NO-FAILURE-MIXED,web : logoff ,ID-1431
14114700000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-1431
14120400000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-4333
14122000000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-4522
14122200000000,STANDARD-NO-FAILURE-MIXED,mobile : alerts subscription view,ID-4522
14122800000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-3191
14123000000000,STANDARD-NO-FAILURE-MIXED,mobile : transaction summary money market,ID-3191
14123900000000,STANDARD-NO-FAILURE-MIXED,mobile : fund transfer,ID-4522
14124000000000,STANDARD-NO-FAILURE-MIXED,mobile : account preview,ID-4522
14124100000000,STANDARD-NO-FAILURE-MIXED,mobile : you invest faq,ID-4522
14124400000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff ,ID-4522
14124600000000,STANDARD-NO-FAILURE-MIXED,mobile : fund transfer,ID-3191
14124700000000,STANDARD-NO-FAILURE-MIXED,mobile : email address add to alert,ID-3191
14124900000000,STANDARD-NO-FAILURE-MIXED,mobile : secure message center,ID-3191
14125300000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff ,ID-3191
14125300000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-1813
14130400000000,STANDARD-NO-FAILURE-MIXED,web : credit card lock,ID-1813
14130400000000,STANDARD-NO-FAILURE-MIXED,web : transaction summary,ID-1813
14130600000000,STANDARD-NO-FAILURE-MIXED,web : ultimate rewards shop through chase,ID-1813
14130600000000,STANDARD-NO-FAILURE-MIXED,web : credit card etd order history view amazon,ID-1813
14130600000000,STANDARD-NO-FAILURE-MIXED,web : account onboarding,ID-1813
14130800000000,STANDARD-NO-FAILURE-MIXED,web : logoff,ID-1813
14133300000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-2544
14133900000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-4571
14134000000000,STANDARD-NO-FAILURE-MIXED,mobile : balance inquiry,ID-4571
14134000000000,STANDARD-NO-FAILURE-MIXED,mobile : income details intercept,ID-4571
14134200000000,STANDARD-NO-FAILURE-MIXED,mobile : app settings,ID-4571
14134500000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff ,ID-4571
14163400000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-2360
14190800000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-1911
14191000000000,STANDARD-NO-FAILURE-MIXED,mobile : bill pay payment modify credit card,ID-1911
14191400000000,STANDARD-NO-FAILURE-MIXED,mobile : account access activity,ID-1911
14192300000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-3278
14193300000000,STANDARD-NO-FAILURE-MIXED,mobile : fund transfer,ID-1911
14193500000000,STANDARD-NO-FAILURE-MIXED,mobile : bill pay automatic payment credit card,ID-1911
14193700000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-1911
14194100000000,STANDARD-NO-FAILURE-MIXED,atm : bill pay payment,ID-3278
14200700000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-2010
14230700000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-3357
14233900000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-4522
15013700000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-2603
15013900000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-2603
15014200000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-1609
15015700000000,STANDARD-NO-FAILURE-MIXED,web : make payment,ID-2603
15020000000000,STANDARD-NO-FAILURE-MIXED,web : bill pay payment activity merchant,ID-2603
15020300000000,STANDARD-NO-FAILURE-MIXED,web : alerts subscription,ID-2603
15020400000000,STANDARD-NO-FAILURE-MIXED,web : request transaction info,ID-2603
15020700000000,STANDARD-NO-FAILURE-MIXED,web : logoff ,ID-2603
15045500000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-2705
15045600000000,STANDARD-NO-FAILURE-MIXED,mobile : transaction history multiple products,ID-2705
15050000000000,STANDARD-NO-FAILURE-MIXED,mobile : demographic change intercept,ID-2705
15050400000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff ,ID-2705
15052400000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-2263
15055300000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-833
15062600000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-1241
15062800000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-2486
15064700000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-766
15065100000000,STANDARD-NO-FAILURE-MIXED,mobile : payment due date change heloc.completed,ID-766
15065300000000,STANDARD-NO-FAILURE-MIXED,mobile : transaction summary single card,ID-766
15065400000000,STANDARD-NO-FAILURE-MIXED,mobile : transaction history investment,ID-766
15065500000000,STANDARD-NO-FAILURE-MIXED,mobile : transaction summary business card,ID-766
15065500000000,STANDARD-NO-FAILURE-MIXED,mobile : help center,ID-766
15065900000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-766
15091800000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-3958
15101100000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-1189
15101300000000,STANDARD-NO-FAILURE-MIXED,web : bill pay payment activity merchant,ID-1189
15101900000000,STANDARD-NO-FAILURE-MIXED,web : mortgage payoff quote.completed,ID-1189
15102100000000,STANDARD-NO-FAILURE-MIXED,web : transaction summary card deposit,ID-1189
15102200000000,STANDARD-NO-FAILURE-MIXED,web : overdraft protection,ID-1189
15102600000000,STANDARD-NO-FAILURE-MIXED,web : logoff,ID-1189
15111500000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-1664
15111900000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff ,ID-1664
15114200000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-1813
15145600000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-1664
15165300000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-4333
15174900000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-644
15181900000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-3191
15182100000000,STANDARD-NO-FAILURE-MIXED,mobile : alerts history,ID-3191
15184300000000,STANDARD-NO-FAILURE-MIXED,mobile : make payment,ID-3191
15184700000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff ,ID-3191
15190900000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-606
15192200000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-3478
15222200000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-1732
15223900000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-4030
15223900000000,STANDARD-NO-FAILURE-MIXED,mobile : atm preferences,ID-4030
15223900000000,STANDARD-NO-FAILURE-MIXED,atm : deposit cash,ID-4030
15224400000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-4030
15232500000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-1113
15232800000000,STANDARD-NO-FAILURE-MIXED,web : logoff,ID-1113
16002400000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-573
16011300000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-1542
16011500000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-4224
16011700000000,STANDARD-NO-FAILURE-MIXED,atm : deposit cash,ID-4224
16011900000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-4224
16033300000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-2969
16060100000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-2211
16061200000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-4224
16064900000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-2103
16064900000000,STANDARD-NO-FAILURE-MIXED,mobile : request transaction info,ID-2103
16065000000000,STANDARD-NO-FAILURE-MIXED,mobile : cashback activation,ID-2103
16065100000000,STANDARD-NO-FAILURE-MIXED,mobile : credit card enhanced transactions details,ID-2103
16065700000000,STANDARD-NO-FAILURE-MIXED,web : make payment,ID-2103
16065900000000,STANDARD-NO-FAILURE-MIXED,web : credit card etd order history view amazon,ID-2103
16070100000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff ,ID-2103
16070300000000,STANDARD-NO-FAILURE-MIXED,web : atm branch details,ID-2103
16090100000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-1431
16100700000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-1325
16100700000000,STANDARD-NO-FAILURE-MIXED,mobile : debit enhanced transaction,ID-1325
16100900000000,STANDARD-NO-FAILURE-MIXED,mobile : debit card coverage,ID-1325
16101200000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-1325
16101500000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-4030
16104000000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-573
16104600000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-573
16105100000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-1911
16105200000000,STANDARD-NO-FAILURE-MIXED,mobile : transaction summary card deposit,ID-1911
16105700000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-1911
16113800000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-3625
16114100000000,STANDARD-NO-FAILURE-MIXED,mobile : investment markets,ID-3625
16114500000000,STANDARD-NO-FAILURE-MIXED,mobile : quickpay payment.completed,ID-3625
16115000000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff ,ID-3625
16122100000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-573
16142300000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-4571
16142800000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff ,ID-4571
16180600000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-2544
16182200000000,STANDARD-NO-FAILURE-MIXED,mobile : make payment,ID-2544
16182700000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-2544
16193100000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-3675
16193200000000,STANDARD-NO-FAILURE-MIXED,mobile : mortgage rates,ID-3675
16193400000000,STANDARD-NO-FAILURE-MIXED,mobile : quickpay receipient view,ID-3675
16193500000000,STANDARD-NO-FAILURE-MIXED,mobile : fund transfer manage external account,ID-3675
16193700000000,STANDARD-NO-FAILURE-MIXED,mobile : credit journey dashboard,ID-3675
16194100000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-3675
16195900000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-1113
16201200000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-1034
16203000000000,STANDARD-NO-FAILURE-MIXED,atm : deposit check,ID-1034
16210900000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-4333
16212800000000,STANDARD-NO-FAILURE-MIXED,mobile : quickpay payment.completed,ID-4333
16213100000000,STANDARD-NO-FAILURE-MIXED,mobile : credit card payment activity,ID-4333
16213200000000,STANDARD-NO-FAILURE-MIXED,mobile : flow insights view,ID-4333
16213500000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff ,ID-4333
16215400000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-4030
16232500000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-3357
16232800000000,STANDARD-NO-FAILURE-MIXED,mobile : request transaction info,ID-3357
16234200000000,STANDARD-NO-FAILURE-MIXED,mobile : quickpay payment.completed,ID-3357
16234300000000,STANDARD-NO-FAILURE-MIXED,mobile : digital wallet chasepay settings,ID-3357
16234400000000,STANDARD-NO-FAILURE-MIXED,mobile : transaction history deposit,ID-3357
16234900000000,STANDARD-NO-FAILURE-MIXED,web : logoff,ID-3357
16235400000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-3357
17012600000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-4117
17071400000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-2832
17072600000000,STANDARD-NO-FAILURE-MIXED,mobile : card reissue.completed,ID-2832
17072700000000,STANDARD-NO-FAILURE-MIXED,mobile : bill pay payment transaction info request,ID-2832
17073100000000,STANDARD-NO-FAILURE-MIXED,web : logoff ,ID-2832
17074300000000,STANDARD-NO-FAILURE-MIXED,mobile : fund transfer,ID-2832
17085400000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-2603
17085600000000,STANDARD-NO-FAILURE-MIXED,mobile : bill pay payment activity merchant,ID-2603
17085900000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-2603
17090000000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-3856
17090100000000,STANDARD-NO-FAILURE-MIXED,web : transaction history multiple products,ID-3856
17092400000000,STANDARD-NO-FAILURE-MIXED,web : make payment,ID-3856
17092700000000,STANDARD-NO-FAILURE-MIXED,web : logoff,ID-3856
17102200000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-1664
17102900000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-1911
17103000000000,STANDARD-NO-FAILURE-MIXED,mobile : payment due date change hel,ID-1911
17103700000000,STANDARD-NO-FAILURE-MIXED,mobile : fund transfer,ID-1911
17104100000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-1911
17104400000000,STANDARD-NO-FAILURE-MIXED,atm : fund transfer,ID-1664
17104600000000,STANDARD-NO-FAILURE-MIXED,web : transaction summary auto,ID-1664
17104700000000,STANDARD-NO-FAILURE-MIXED,web : transaction summary business,ID-1664
17104900000000,STANDARD-NO-FAILURE-MIXED,web : account onboarding,ID-1664
17105000000000,STANDARD-NO-FAILURE-MIXED,web : alerts pause,ID-1664
17105400000000,STANDARD-NO-FAILURE-MIXED,web : logoff,ID-1664
17153500000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-3625
17160500000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-2103
17160700000000,STANDARD-NO-FAILURE-MIXED,web : logoff,ID-2103
17160800000000,STANDARD-NO-FAILURE-MIXED,mobile : ultimate rewards shop through chase,ID-2103
17161100000000,STANDARD-NO-FAILURE-MIXED,mobile : quickpay payment activity,ID-2103
17161600000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff ,ID-2103
17172200000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-766
17172300000000,STANDARD-NO-FAILURE-MIXED,mobile : bill pay payee,ID-766
17172600000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-2263
17172600000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-766
17172900000000,STANDARD-NO-FAILURE-MIXED,web : logoff ,ID-2263
17191400000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-833
17191800000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-833
17214100000000,STANDARD-NO-FAILURE-MIXED,atm : authentication,ID-3278
17222900000000,STANDARD-NO-FAILURE-MIXED,mobile : logon ,ID-2969
17223100000000,STANDARD-NO-FAILURE-MIXED,web : bill pay payee,ID-2969
17223300000000,STANDARD-NO-FAILURE-MIXED,web : transaction details credit card,ID-2969
17223400000000,STANDARD-NO-FAILURE-MIXED,mobile : you invest faq,ID-2969
17223800000000,STANDARD-NO-FAILURE-MIXED,web : logoff,ID-2969
17224000000000,STANDARD-NO-FAILURE-MIXED,mobile : logoff,ID-2969
17224900000000,STANDARD-NO-FAILURE-MIXED,web : logon ,ID-1189
17225200000000,STANDARD-NO-FAILURE-MIXED,web : ultimate rewards combine points accounts,ID-1189
