ts,td,srcip,srcport,dstip,dstport,proto,pkt,byt
6,0,6319589236,137,63232104159,137,UDP,1,84
6,0,11414823233,389,89725177,13030,UDP,1,195
6,0,1092113999,36483,181112127,53403,TCP,4,654
6,0,4122369190,111,2052325834,6494,TCP,4,252
6,0,4122369190,111,2052325834,45737,UDP,1,56
6,0,4122369190,2049,2052325834,2173,TCP,4,248
6,0,4122369190,2049,2052325834,33457,TCP,9,1484
6,0,4122369190,65456,2052325834,51456,UDP,1,52
6,0,4122369190,65456,2052325834,1864,UDP,1,100
6,0,2161521883,60213,119241150218,6124,TCP,5,574
6,0,78656585,80,1924215214,14535,TCP,4,4387
6,15,89725177,43921,11414823233,135,TCP,7,644
6,15,11414823233,135,89725177,43921,TCP,5,504
6,2,1924215214,13184,78656585,80,TCP,7,882
6,2,78656585,80,1924215214,13184,TCP,4,4387
6,3,1924215214,21001,12478227146,80,TCP,8,1146
6,3,12478227146,80,1924215214,21001,TCP,5,4633
6,35,89725177,10976,11414823233,18706,TCP,12,3696
6,35,11414823233,18706,89725177,10976,TCP,10,1780
6,37,14316912359,62868,25212463,43391,TCP,2,92
6,6,151224205243,27257,17117018089,22,TCP,20,3356
6,6,17117018089,22,151224205243,27257,TCP,18,2442
7,0,6792206208,53062,2161521883,389,UDP,1,193
7,0,1811141113,80,1924215214,10513,TCP,5,4633
7,0,1924215214,10513,1811141113,80,TCP,7,1100
7,0,2161521883,389,6792206208,53062,UDP,1,193
7,11,9013216451,4251,23125276150,8839,TCP,6,1223
7,2,1811141113,80,1924215214,23343,TCP,4,4387
7,2,1924215214,23343,1811141113,80,TCP,7,882
7,30,1517580194,36905,9522599200,135,TCP,7,540
7,30,1517580194,19868,9522599200,54490,TCP,7,631
7,30,16441220251,30347,9522599200,54490,TCP,7,639
7,30,16441220251,20037,9522599200,135,TCP,7,540
7,30,9522599200,135,1517580194,36905,TCP,5,520
7,30,9522599200,135,16441220251,20037,TCP,5,520
7,30,9522599200,54490,1517580194,19868,TCP,6,772
7,30,9522599200,54490,16441220251,30347,TCP,5,516
7,52,24115085217,137,471844168,137,UDP,8,624
7,52,24115085217,137,6319589236,137,UDP,8,624
7,52,471844168,137,24115085217,137,UDP,8,672
7,52,6319589236,137,24115085217,137,UDP,8,672
7,59,9422123852,2049,5089110110,59426,TCP,49,6466
7,59,5089110110,59426,9422123852,2049,TCP,58,8992
7,6,23125276150,8839,9013216451,4251,TCP,4,2753
7,9,149192128253,5538,213135126240,32430,TCP,3,144
8,0,32204248102,13259,226921859,445,TCP,1,52
8,0,6792206208,25304,2001301890,389,UDP,1,192
8,0,6792206208,37161,11414823233,389,UDP,1,192
8,0,23125276150,8839,22721028239,40428,TCP,5,424
8,0,250757729,8839,22721028239,30111,TCP,4,376
8,0,22721028239,40428,23125276150,8839,TCP,6,430
8,0,22721028239,30111,250757729,8839,TCP,6,430
8,0,199176115,0,2161521883,0,ICMP,2,120
8,0,226921859,445,32204248102,13259,TCP,1,46
8,0,31757331,61883,12478227146,80,TCP,7,2995
8,0,11414823233,389,6792206208,37161,UDP,1,195
8,0,11414823233,389,4119223157,58290,UDP,1,195
8,0,11414823233,88,4119223157,5038,UDP,1,1402
8,0,11414823233,88,4119223157,25131,UDP,1,1372
8,0,2001301890,389,6792206208,25304,UDP,1,193
8,0,2001301890,445,5113314489,5043,TCP,7,1429
8,0,2161521883,0,199176115,0,ICMP,2,120
8,0,12478227146,80,31757331,61883,TCP,4,511
8,1,5113314489,5043,2001301890,445,TCP,10,3963
8,1,21121124890,10616,180176175255,57904,TCP,3,138
8,12,6792206208,45323,2161521883,135,TCP,7,644
8,12,199176115,39136,2161521883,445,TCP,17,4419
8,12,2161521883,135,6792206208,45323,TCP,5,504
8,12,2161521883,445,199176115,39136,TCP,14,2372
8,12,2161521883,445,199176115,39136,TCP,15,2418
8,14,21121124890,135,180176175255,6802,TCP,6,716
8,29,19340115205,19197,12478227146,80,TCP,13,6628
8,29,12478227146,80,19340115205,19197,TCP,10,4602
8,31,2161521883,18706,6792206208,41744,TCP,9,1552
8,32,6792206208,41744,2161521883,18706,TCP,11,3123
8,6,6792206208,28504,2161521883,389,TCP,20,5926
8,6,2161521883,389,6792206208,28504,TCP,23,24670
8,6,2161521883,389,6792206208,28504,TCP,25,27368
9,0,1963068254,39580,2001301890,445,TCP,1,52
9,0,23813923499,13976,205143109159,443,TCP,6,1647
9,0,6792206208,1865,11414823233,88,TCP,5,2670
9,0,6792206208,7468,11414823233,88,TCP,6,1664
9,0,23125276150,8839,22721028239,22893,TCP,5,2694
9,0,22721028239,22893,23125276150,8839,TCP,7,1272
9,0,205143109159,443,23813923499,13976,TCP,5,1493
9,0,11414823233,88,6792206208,1865,TCP,5,360
9,0,11414823233,88,6792206208,7468,TCP,6,1674
9,0,2001301890,445,1963068254,39580,TCP,1,46
9,1,21121124890,10616,180176175255,57109,TCP,3,138
9,1,12478227146,80,20311423689,61039,TCP,4,515
9,10,150198156168,2180,23125276150,8839,TCP,6,1223
9,11,16422898132,14916,250757729,8839,TCP,9,2741
9,11,53223241179,51022,2417366231,4037,TCP,19,2789
9,11,2417366231,4037,53223241179,51022,TCP,11,1496
9,2,1924215214,13938,12478227146,80,TCP,7,882
9,2,1924215214,56802,78656585,80,TCP,7,920
9,2,12478227146,80,1924215214,13938,TCP,4,4387
9,2,78656585,80,1924215214,56802,TCP,4,4387
9,3,6792206208,63152,2001301890,389,TCP,11,2877
9,3,2001301890,389,6792206208,63152,TCP,9,3220
9,44,6792206208,46703,2161521883,445,TCP,136,28268
9,44,2161521883,445,6792206208,46703,TCP,132,73554
9,44,2161521883,445,6792206208,46703,TCP,139,80399
9,5,23125276150,8839,150198156168,2180,TCP,4,2752
9,6,250757729,8839,16422898132,14916,TCP,6,2979
9,60,1092113999,63161,181112127,53403,TCP,4,392
9,61,20311423689,61039,12478227146,80,TCP,8,3044
10,0,6792206208,18917,11414823233,389,TCP,14,3747
10,0,11414823233,389,6792206208,18917,TCP,13,7034
10,1,1811141113,80,1924215214,25886,TCP,4,4387
10,1,1924215214,25886,1811141113,80,TCP,7,920
10,14,19634150223,22938,9522599200,445,TCP,13,4266
10,14,9522599200,445,19634150223,22938,TCP,9,1654
10,5,6916134223,37185,12478227146,80,TCP,14,7786
10,5,12478227146,80,6916134223,37185,TCP,10,4587
10,60,13518877229,21480,861398430,2049,TCP,12,1584
10,60,15532122149,23566,17117018089,445,TCP,8,728
10,60,17117018089,445,15532122149,23566,TCP,4,584
10,60,861398430,2049,13518877229,21480,TCP,6,1152
11,0,6792206208,6449,2001301890,389,TCP,12,3558
11,0,23125276150,8839,22721028239,55132,TCP,4,445
11,0,22721028239,55132,23125276150,8839,TCP,6,932
11,0,1924215214,44552,78656585,80,TCP,6,836
11,0,2001301890,389,6792206208,6449,TCP,10,4035
11,0,2001301890,389,6792206208,6449,TCP,11,4287
11,0,12478227146,80,112359106,19613,TCP,4,515
11,0,78656585,80,1924215214,44552,TCP,4,4387
11,1,6792206208,1724,2001301890,389,TCP,10,3121
11,1,1811141113,80,1924215214,17561,TCP,4,4387
11,1,1924215214,17561,1811141113,80,TCP,7,882
11,1,2001301890,389,6792206208,1724,TCP,9,1901
11,10,1815386182,4819,250757729,8839,TCP,6,1209
11,2,1924215214,53077,78656585,80,TCP,7,920
11,2,1924215214,10407,12478227146,80,TCP,7,920
11,2,12478227146,80,1924215214,10407,TCP,4,4387
11,2,78656585,80,1924215214,53077,TCP,4,4387
11,23,2815122374,53803,23125276150,8839,TCP,23082,1062269
11,23,23125276150,8839,2815122374,53803,TCP,43461,60405062
11,23,23125276150,8839,2815122374,53803,TCP,43542,60517652
11,5,250757729,8839,1815386182,4819,TCP,4,2751
11,60,112359106,19613,12478227146,80,TCP,8,3005
11,60,194979101,6268,1774786105,6268,UDP,3,282
12,0,10498159117,34829,12478227146,80,TCP,7,2950
12,0,12478227146,80,10498159117,34829,TCP,4,511
12,1,1811141113,80,1924215214,59504,TCP,4,4387
12,1,1924215214,59504,1811141113,80,TCP,7,920
12,10,17431162224,2901,250757729,8839,TCP,6,1255
12,50,151224205243,36035,17117018089,22,TCP,16,3092
12,50,17117018089,22,151224205243,36035,TCP,15,2246
12,6,250757729,8839,17431162224,2901,TCP,4,2755
12,60,9113145236,6268,194979101,6268,UDP,3,282
12,60,194979101,6268,9113145236,6268,UDP,3,282
12,60,194979101,6268,22614816939,6268,UDP,3,282
13,0,1924215214,4787,78656585,80,TCP,6,836
13,0,1924215214,24884,12478227146,80,TCP,4,362
13,0,12478227146,80,1924215214,24884,TCP,2,1497
13,0,78656585,80,1924215214,4787,TCP,4,4387
13,1,1811141113,80,1924215214,13653,TCP,4,4387
13,1,1924215214,13653,1811141113,80,TCP,7,882
13,38,14316912359,62868,1735214121,26132,TCP,2,92
14,0,61223114189,445,2051373817,42120,TCP,1,46
14,0,8523310152,58322,9522599200,389,UDP,1,236
14,0,8523310152,55356,2161521883,88,UDP,1,1396
14,0,9522599200,389,8523310152,58322,UDP,1,193
14,0,2051373817,42120,61223114189,445,TCP,1,52
14,0,2161521883,88,8523310152,55356,UDP,1,1391
14,0,14712323456,29110,17117018089,137,UDP,1,78
14,10,981203251,45220,23125276150,8839,TCP,6,1223
14,13,17112119618,445,88255157156,62515,TCP,9,1653
14,13,6792206208,36719,2001301890,135,TCP,8,1300
14,13,6792206208,11811,2001301890,54490,TCP,7,795
14,13,2001301890,135,6792206208,36719,TCP,6,788
14,13,2001301890,54490,6792206208,11811,TCP,5,664
14,13,88255157156,62515,17112119618,445,TCP,13,4233
14,38,14316912359,62868,2389622983,36752,TCP,2,92
14,6,23125276150,8839,981203251,45220,TCP,4,2752
14,60,89901437,1433,20013616480,50823,TCP,5,248
15,0,17112119618,0,17222358253,0,ICMP,2,120
15,0,1811141113,80,1924215214,43337,TCP,3,2942
15,0,177243106159,10102,10358248115,21726,TCP,1,48
15,0,8523310152,19422,2161521883,88,UDP,1,1396
15,0,8523310152,51647,2161521883,88,UDP,1,1396
15,0,8523310152,0,9522599200,0,ICMP,2,120
15,0,8523310152,27067,9522599200,389,TCP,11,3153
15,0,8523310152,8799,9522599200,389,TCP,9,2716
15,0,8523310152,21119,9522599200,389,TCP,9,2716
15,0,8523310152,32518,9522599200,389,TCP,9,2716
15,0,17222358253,55751,2161521883,389,UDP,1,193
15,0,17222358253,23579,2161521883,88,UDP,1,1409
15,0,17222358253,5430,2161521883,88,UDP,1,1406
15,0,17222358253,0,17112119618,0,ICMP,2,120
15,0,1924215214,5951,78656585,80,TCP,5,618
15,0,9522599200,389,8523310152,27067,TCP,10,4175
15,0,9522599200,389,8523310152,8799,TCP,8,1789
15,0,9522599200,389,8523310152,21119,TCP,8,1779
15,0,9522599200,389,8523310152,32518,TCP,7,1733
15,0,9522599200,0,8523310152,0,ICMP,2,120
15,0,2161521883,389,17222358253,55751,UDP,1,193
15,0,2161521883,88,8523310152,19422,UDP,1,1391
15,0,2161521883,88,8523310152,51647,UDP,1,1391
15,0,2161521883,88,17222358253,23579,UDP,1,1382
15,0,78656585,80,1924215214,5951,TCP,3,2942
15,1,21365174104,3737,12478227146,80,TCP,7,2972
15,1,151224205243,54118,4122369190,443,TCP,12,1382
15,1,4122369190,443,151224205243,54118,TCP,10,1665
15,1,12478227146,80,21365174104,3737,TCP,4,511
15,10,8523310152,29355,9522599200,135,TCP,8,859
15,10,8523310152,5800,9522599200,54490,TCP,7,871
15,10,9522599200,135,8523310152,29355,TCP,6,800
15,10,9522599200,54490,8523310152,5800,TCP,5,436
15,11,8523310152,55864,9522599200,445,TCP,264,42020
15,11,9522599200,445,8523310152,55864,TCP,270,65900
15,12,17112119618,445,24416237139,46316,TCP,9,1653
15,12,24416237139,46316,17112119618,445,TCP,13,4233
15,2,17112119618,445,17222358253,12809,TCP,11,1476
15,2,17222358253,12809,17112119618,445,TCP,12,3821
15,60,2052325834,34092,2202960246,23217,UDP,4,336
15,60,2202960246,23217,2052325834,34092,UDP,4,224
15,60,1924215214,43337,1811141113,80,TCP,6,664
16,0,151224205243,32428,4122369190,443,TCP,12,1383
16,0,17222358253,10538,2161521883,88,UDP,1,1410
16,0,17222358253,0,207167213,0,ICMP,2,120
16,0,41133061,53994,12478227146,80,TCP,1,46
16,0,4122369190,443,151224205243,32428,TCP,10,1791
16,0,2161521883,88,17222358253,5430,UDP,1,1401
16,0,2161521883,88,17222358253,10538,UDP,1,1384
16,0,207167213,0,17222358253,0,ICMP,2,120
16,1,17222358253,33874,207167213,445,TCP,15,4133
16,1,207167213,445,17222358253,33874,TCP,13,2073
16,10,292221217,36947,250757729,8839,TCP,12,7074
16,10,04516438,24619,250757729,8839,TCP,6,1155
16,11,2402012166,61677,250757729,8839,TCP,9,3005
16,11,238138698,20504,250757729,8839,TCP,10,3782
16,2,11414823233,445,15515342228,32807,TCP,3,270
16,29,8523310152,4032,9522599200,54490,TCP,7,631
16,29,8523310152,55912,9522599200,135,TCP,7,540
16,29,9522599200,135,8523310152,55912,TCP,5,520
16,29,9522599200,54490,8523310152,4032,TCP,5,548
16,38,14316912359,62868,51308013,38561,TCP,2,92
16,5,250757729,8839,04516438,24619,TCP,4,2576
16,6,250757729,8839,292221217,36947,TCP,7,3026
16,6,250757729,8839,2402012166,61677,TCP,6,2975
16,6,250757729,8839,238138698,20504,TCP,6,2976
17,0,250757729,8839,62191117199,27749,TCP,4,413
17,0,250757729,8839,62191117199,7942,TCP,4,414
17,0,133172175216,34890,24511713161,445,TCP,1,52
17,0,24511713161,445,133172175216,34890,TCP,1,46
17,0,1202410434,0,14864118181,0,ICMP,2,120
17,0,10417438190,23363,9522599200,445,TCP,1,46
17,0,9522599200,445,10417438190,23363,TCP,1,46
17,0,14864118181,0,1202410434,0,ICMP,2,120
17,0,62191117199,27749,250757729,8839,TCP,5,847
17,0,62191117199,7942,250757729,8839,TCP,4,801
17,0,14712323456,44406,17117018089,137,UDP,1,78
17,1,2012982121,49076,17117018089,445,TCP,2,178
17,12,1202410434,41747,14864118181,445,TCP,17,4347
17,12,14864118181,445,1202410434,41747,TCP,15,2418
17,15,1751491443,14229,250757729,8839,TCP,6,1213
17,5,250757729,8839,1751491443,14229,TCP,4,2755
17,62,21121124890,445,23564135203,28818,TCP,259,27250
18,10,2019412680,34259,23125276150,8839,TCP,6,1222
18,11,18932176239,137,471844168,137,UDP,9,756
18,14,92123585,14680,19090196247,445,TCP,13,4220
18,5,23125276150,8839,2019412680,34259,TCP,4,2752
19,0,57243130217,13637,693293204,445,TCP,1,52
19,0,21481194168,37472,12478227146,80,TCP,1,46
19,1,21121124890,10616,23564135203,8496,TCP,3,138
19,10,18524223469,43530,23125276150,8839,TCP,6,1181
19,12,18263197248,63533,250757729,8839,TCP,9,2969
19,13,19090196247,445,92123585,14680,TCP,9,1653
19,13,21121124890,135,23564135203,38544,TCP,6,716
19,31,03485181,38274,17117018089,445,TCP,5,620
19,38,14316912359,62868,47109142,52541,TCP,2,92
19,6,23125276150,8839,18524223469,43530,TCP,4,2752
19,60,96144188121,65288,1194252192,161,UDP,4,428
19,69,6110723452,36551,17117018089,445,TCP,635,129470
19,7,250757729,8839,18263197248,63533,TCP,6,2975
20,0,3249193120,21726,1722245973,27577,TCP,1,46
20,0,1722245973,27577,3249193120,21726,TCP,1,64
20,0,141245162235,15714,12478227146,80,TCP,1,46
20,0,14712323456,13417,17117018089,137,UDP,1,78
20,1,21121124890,10616,23564135203,28781,TCP,3,138
20,1,1092113999,14812,14321524469,53403,TCP,2,196
20,1,12478227146,80,14819014463,30063,TCP,7,4122
20,16,11414823233,445,2121441270,3513,TCP,9,2359
20,60,14819014463,30063,12478227146,80,TCP,9,3630
21,0,912018495,111,861398430,62933,UDP,1,56
21,0,23125276150,8839,2121441270,51034,TCP,4,413
21,0,23125276150,8839,2121441270,47229,TCP,4,414
21,0,19090196247,389,196110210173,65091,UDP,1,195
21,0,196110210173,32209,9522599200,389,TCP,12,3434
21,0,196110210173,65091,19090196247,389,UDP,1,236
21,0,9522599200,389,196110210173,32209,TCP,12,7454
21,0,2121441270,51034,23125276150,8839,TCP,5,856
21,0,2121441270,47229,23125276150,8839,TCP,5,856
21,0,861398430,62933,912018495,111,UDP,1,84
21,0,12478227146,80,16246161252,3428,TCP,4,511
21,38,14316912359,62868,161236125212,26679,TCP,2,92
21,60,16246161252,3428,12478227146,80,TCP,8,2998
21,9,20221172241,46072,18046141160,12887,TCP,3,144
21,9,20221172241,54987,67177231,12887,TCP,3,144
22,0,177243106159,34256,10358248115,21726,TCP,1,48
22,0,21121124890,445,9121118245,42430,TCP,1,79
22,0,22510425247,36939,12478227146,80,TCP,1,46
22,11,02104183,5715,250757729,8839,TCP,9,2418
22,56,471844168,137,24115085217,137,UDP,8,672
22,6,250757729,8839,02104183,5715,TCP,6,2979
22,60,149151282,19586,17117018089,445,TCP,34,4316
22,60,17117018089,445,149151282,19586,TCP,32,3568
22,9,15248182110,58791,21220321446,12887,TCP,3,144
23,0,17112119618,389,210153209209,13520,UDP,1,117
23,0,250757729,8839,832348688,53968,TCP,4,409
23,0,250757729,8839,832348688,62379,TCP,4,410
23,0,177243106159,63479,10358248115,21726,TCP,1,48
23,0,832348688,53968,250757729,8839,TCP,5,852
23,0,832348688,62379,250757729,8839,TCP,5,852
23,0,210153209209,13520,17112119618,389,UDP,1,80
23,10,9113111179,28373,250757729,8839,TCP,6,1222
23,10,18932176239,137,6319589236,137,UDP,6,468
23,11,68201180154,21065,23125276150,8839,TCP,9,2934
23,29,231102119183,0,25016311653,0,ICMP,30,2520
23,30,1111521744,443,1924215214,47492,TCP,20,8443
23,34,32104253197,49537,17117018089,445,TCP,4,278
23,34,17117018089,445,32104253197,49537,TCP,2,186
23,5,250757729,8839,9113111179,28373,TCP,4,2755
23,6,23125276150,8839,68201180154,21065,TCP,6,2972
23,61,4122369190,445,1718412725,2010,TCP,3,279
23,61,4122369190,445,1718412725,25253,TCP,3,279
23,61,1718412725,2010,4122369190,445,TCP,6,417
23,61,1718412725,25253,4122369190,445,TCP,6,417
23,9,149192128253,28446,213135126240,32430,TCP,3,144
23,9,15248182110,2601,2261634292,12887,TCP,3,144
23,9,1859534156,39159,73215131144,33383,TCP,3,144
24,0,13029208171,18940,12478227146,80,TCP,1,46
24,0,12478227146,80,174239182158,12362,TCP,4,511
24,1,21121124890,10616,2201155240,6206,TCP,2,92
24,12,1948925546,15680,19090196247,445,TCP,13,4240
24,12,19090196247,445,1948925546,15680,TCP,9,1653
24,14,21121124890,135,2201155240,18131,TCP,6,716
24,60,174239182158,12362,12478227146,80,TCP,8,2982
25,0,442523810,36930,250757729,8839,TCP,5,857
25,0,442523810,63525,250757729,8839,TCP,5,857
25,0,250757729,8839,442523810,36930,TCP,4,414
25,0,250757729,8839,442523810,63525,TCP,4,413
25,0,14743100242,60480,17117018089,445,TCP,8,960
25,0,12478227146,80,200124163103,35390,TCP,4,515
25,1,21121124890,10616,16317811264,22991,TCP,3,138
25,10,20664128143,10756,250757729,8839,TCP,6,1222
25,10,150383195,21661,250757729,8839,TCP,6,1223
25,12,13828159130,38155,2001301890,445,TCP,13,4233
25,12,21121124890,135,16317811264,48209,TCP,6,716
25,12,2001301890,445,13828159130,38155,TCP,9,1653
25,30,1441714169,47952,14864118181,135,TCP,10,978
25,30,1441714169,40003,14864118181,3360,TCP,10,1077
25,30,14864118181,135,1441714169,47952,TCP,7,1080
25,30,14864118181,3360,1441714169,40003,TCP,7,1060
25,6,250757729,8839,20664128143,10756,TCP,4,2755
25,6,250757729,8839,150383195,21661,TCP,4,2755
25,60,200124163103,35390,12478227146,80,TCP,8,3044
25,61,975513375,23224,17117018089,445,TCP,42,9102
26,0,222303043,3181,23125276150,8839,TCP,5,856
26,0,222303043,37216,23125276150,8839,TCP,5,856
26,0,23125276150,8839,222303043,3181,TCP,4,413
26,0,23125276150,8839,222303043,37216,TCP,4,414
26,0,23125276150,8839,20224512031,46146,TCP,4,409
26,0,23125276150,8839,20224512031,28755,TCP,4,410
26,0,21121124890,10616,2201155240,6206,TCP,1,46
26,0,23823011641,11080,12478227146,80,TCP,1,46
26,0,20224512031,46146,23125276150,8839,TCP,5,853
26,0,20224512031,28755,23125276150,8839,TCP,5,853
26,1,21121124890,10616,16317811264,37886,TCP,3,138
26,1,21121124890,10616,2201155240,32885,TCP,3,138
26,11,73144242222,45295,250757729,8839,TCP,9,3062
26,12,23125276150,8839,11924482191,2536,TCP,32856,45653426
26,12,23125276150,8839,11924482191,2536,TCP,32912,45731266
26,12,11924482191,2536,23125276150,8839,TCP,17412,801967
