srcip,dstip,srcport,dstport,proto,ts,td,pkt,byt,type
9959255152,11613313219,17230,50877,TCP,8,1,3,138,background
72179177254,16821321563,42557,135,TCP,8,12,7,644,background
192245083,16821321563,24094,445,TCP,8,12,17,4419,background
16821321563,72179177254,135,42557,TCP,8,12,5,504,background
16821321563,192245083,445,24094,TCP,8,12,14,2372,background
16821321563,192245083,445,24094,TCP,8,12,15,2418,background
9959255152,11613313219,135,35463,TCP,8,14,6,716,background
182211182120,8510999158,3685,80,TCP,8,29,13,6628,background
8510999158,182211182120,80,3685,TCP,8,29,10,4602,background
16821321563,72179177254,53729,49499,TCP,8,31,9,1552,background
72179177254,16821321563,49499,53729,TCP,8,32,11,3123,background
72179177254,16821321563,54742,389,TCP,8,6,20,5926,background
16821321563,72179177254,389,54742,TCP,8,6,23,24670,background
16821321563,72179177254,389,54742,TCP,8,6,25,27368,background
9959255152,11613313219,17230,62629,TCP,9,1,3,138,background
8510999158,209144117222,80,50707,TCP,9,1,4,515,background
201137192208,73115122173,57166,46043,TCP,9,10,6,1223,background
10212211529,133373522,10309,46043,TCP,9,11,9,2741,background
126146254189,620918659,34861,43535,TCP,9,11,19,2789,background
620918659,126146254189,43535,34861,TCP,9,11,11,1496,background
17215668,8510999158,44090,80,TCP,9,2,7,882,background
17215668,23022522091,53954,80,TCP,9,2,7,920,background
8510999158,17215668,80,44090,TCP,9,2,4,4387,background
23022522091,17215668,80,53954,TCP,9,2,4,4387,background
72179177254,23823518855,54590,389,TCP,9,3,11,2877,background
23823518855,72179177254,389,54590,TCP,9,3,9,3220,background
72179177254,16821321563,64692,445,TCP,9,44,136,28268,background
16821321563,72179177254,445,64692,TCP,9,44,132,73554,background
16821321563,72179177254,445,64692,TCP,9,44,139,80399,background
73115122173,201137192208,46043,57166,TCP,9,5,4,2752,background
133373522,10212211529,46043,10309,TCP,9,6,6,2979,background
42217127135,544229141,36203,26078,TCP,9,60,4,392,background
209144117222,8510999158,50707,80,TCP,9,61,8,3044,background
17625513149,17215668,80,65484,TCP,10,1,4,4387,background
17215668,17625513149,65484,80,TCP,10,1,7,920,background
10541213197,1057521351,12518,445,TCP,10,14,13,4266,background
1057521351,10541213197,445,12518,TCP,10,14,9,1654,background
108918032,8510999158,28506,80,TCP,10,5,14,7786,background
8510999158,108918032,80,28506,TCP,10,5,10,4587,background
23422757154,1651571533,33940,2049,TCP,10,60,12,1584,background
19977176163,1332191667,4047,445,TCP,10,60,8,728,background
1332191667,19977176163,445,4047,TCP,10,60,4,584,background
1651571533,23422757154,2049,33940,TCP,10,60,6,1152,background
72179177254,23823518855,13448,389,TCP,11,1,10,3121,background
17625513149,17215668,80,56190,TCP,11,1,4,4387,background
17215668,17625513149,56190,80,TCP,11,1,7,882,background
23823518855,72179177254,389,13448,TCP,11,1,9,1901,background
1879423954,133373522,56763,46043,TCP,11,10,6,1209,background
17215668,23022522091,42496,80,TCP,11,2,7,920,background
17215668,8510999158,5084,80,TCP,11,2,7,920,background
8510999158,17215668,80,5084,TCP,11,2,4,4387,background
23022522091,17215668,80,42496,TCP,11,2,4,4387,background
252379062,73115122173,16213,46043,TCP,11,23,23082,1062269,background
73115122173,252379062,46043,16213,TCP,11,23,43461,60405062,background
73115122173,252379062,46043,16213,TCP,11,23,43542,60517652,background
133373522,1879423954,46043,56763,TCP,11,5,4,2751,background
1735618985,8510999158,3530,80,TCP,11,60,8,3005,background
1413093144,24712410118,56222,56222,UDP,11,60,3,282,background
17625513149,17215668,80,59346,TCP,12,1,4,4387,background
17215668,17625513149,59346,80,TCP,12,1,7,920,background
4421322130,133373522,8221,46043,TCP,12,10,6,1255,background
871130128,1332191667,24563,22,TCP,12,50,16,3092,background
1332191667,871130128,22,24563,TCP,12,50,15,2246,background
133373522,4421322130,46043,8221,TCP,12,6,4,2755,background
8715811290,1413093144,56222,56222,UDP,12,60,3,282,background
1413093144,8715811290,56222,56222,UDP,12,60,3,282,background
1413093144,1245130197,56222,56222,UDP,12,60,3,282,background
17625513149,17215668,80,28518,TCP,13,1,4,4387,background
17215668,17625513149,28518,80,TCP,13,1,7,882,background
6154210194,174107211168,30905,57318,TCP,13,38,2,92,background
2377142227,73115122173,62889,46043,TCP,14,10,6,1223,background
14688117206,9823714988,445,24053,TCP,14,13,9,1653,background
72179177254,23823518855,36657,135,TCP,14,13,8,1300,background
72179177254,23823518855,48370,9140,TCP,14,13,7,795,background
23823518855,72179177254,135,36657,TCP,14,13,6,788,background
23823518855,72179177254,9140,48370,TCP,14,13,5,664,background
9823714988,14688117206,24053,445,TCP,14,13,13,4233,background
6154210194,199178115205,30905,15457,TCP,14,38,2,92,background
73115122173,2377142227,46043,62889,TCP,14,6,4,2752,background
1457613121,2061208898,1433,44682,TCP,14,60,5,248,background
23413224251,8510999158,14401,80,TCP,15,1,7,2972,background
871130128,4824947175,36937,443,TCP,15,1,12,1382,background
4824947175,871130128,443,36937,TCP,15,1,10,1665,background
8510999158,23413224251,80,14401,TCP,15,1,4,511,background
2420514945,1057521351,64217,135,TCP,15,10,8,859,background
2420514945,1057521351,53427,9140,TCP,15,10,7,871,background
1057521351,2420514945,135,64217,TCP,15,10,6,800,background
1057521351,2420514945,9140,53427,TCP,15,10,5,436,background
2420514945,1057521351,9208,445,TCP,15,11,264,42020,background
1057521351,2420514945,445,9208,TCP,15,11,270,65900,background
14688117206,2225979177,445,40920,TCP,15,12,9,1653,background
2225979177,14688117206,40920,445,TCP,15,12,13,4233,background
14688117206,5225364117,445,6899,TCP,15,2,11,1476,background
5225364117,14688117206,6899,445,TCP,15,2,12,3821,background
171165223251,1620525458,20841,23876,UDP,15,60,4,336,background
1620525458,171165223251,23876,20841,UDP,15,60,4,224,background
17215668,17625513149,48539,80,TCP,15,60,6,664,background
5225364117,21330151111,37134,445,TCP,16,1,15,4133,background
21330151111,5225364117,445,37134,TCP,16,1,13,2073,background
17126205176,133373522,22327,46043,TCP,16,10,12,7074,background
120269998,133373522,14472,46043,TCP,16,10,6,1155,background
90105134107,133373522,7829,46043,TCP,16,11,9,3005,background
24720134151,133373522,48758,46043,TCP,16,11,10,3782,background
357115269,20108157179,445,15775,TCP,16,2,3,270,background
2420514945,1057521351,47353,9140,TCP,16,29,7,631,background
2420514945,1057521351,24255,135,TCP,16,29,7,540,background
1057521351,2420514945,135,24255,TCP,16,29,5,520,background
1057521351,2420514945,9140,47353,TCP,16,29,5,548,background
6154210194,1922023275,30905,58187,TCP,16,38,2,92,background
133373522,120269998,46043,14472,TCP,16,5,4,2576,background
133373522,17126205176,46043,22327,TCP,16,6,7,3026,background
133373522,90105134107,46043,7829,TCP,16,6,6,2975,background
133373522,24720134151,46043,48758,TCP,16,6,6,2976,background
90151239142,1332191667,9225,445,TCP,17,1,2,178,background
2379212497,230177210,56034,445,TCP,17,12,17,4347,background
230177210,2379212497,445,56034,TCP,17,12,15,2418,background
25119928249,133373522,52520,46043,TCP,17,15,6,1213,background
133373522,25119928249,46043,52520,TCP,17,5,4,2755,background
9959255152,196412047,445,27948,TCP,17,62,259,27250,background
131242842,73115122173,48061,46043,TCP,18,10,6,1222,background
814521396,1991387391,137,137,UDP,18,11,9,756,background
19223511568,112293126,8563,445,TCP,18,14,13,4220,background
73115122173,131242842,46043,48061,TCP,18,5,4,2752,background
9959255152,196412047,17230,45210,TCP,19,1,3,138,background
481181774,73115122173,47881,46043,TCP,19,10,6,1181,background
89899715,133373522,40756,46043,TCP,19,12,9,2969,background
112293126,19223511568,445,8563,TCP,19,13,9,1653,background
9959255152,196412047,135,53149,TCP,19,13,6,716,background
542882229,1332191667,33062,445,TCP,19,31,5,620,background
6154210194,1438276215,30905,49948,TCP,19,38,2,92,background
73115122173,481181774,46043,47881,TCP,19,6,4,2752,background
2554620151,421916091,22199,161,UDP,19,60,4,428,background
62548195,1332191667,39988,445,TCP,19,69,635,129470,background
133373522,89899715,46043,40756,TCP,19,7,6,2975,background
9959255152,196412047,17230,63138,TCP,20,1,3,138,background
42217127135,1999119233,23447,26078,TCP,20,1,2,196,background
8510999158,2501626728,80,59953,TCP,20,1,7,4122,background
357115269,16617989128,445,32549,TCP,20,16,9,2359,background
2501626728,8510999158,59953,80,TCP,20,60,9,3630,background
6154210194,4612348204,30905,32082,TCP,21,38,2,92,background
117596221,8510999158,11398,80,TCP,21,60,8,2998,background
1602719661,3110816026,18994,33568,TCP,21,9,3,144,background
1602719661,173331963,45234,33568,TCP,21,9,3,144,background
23235228172,133373522,15210,46043,TCP,22,11,9,2418,background
1991387391,7921315289,137,137,UDP,22,56,8,672,background
133373522,23235228172,46043,15210,TCP,22,6,6,2979,background
33206165143,1332191667,47671,445,TCP,22,60,34,4316,background
1332191667,33206165143,445,47671,TCP,22,60,32,3568,background
6320197248,11519818621,43587,33568,TCP,22,9,3,144,background
22811239109,133373522,61718,46043,TCP,23,10,6,1222,background
814521396,245469189,137,137,UDP,23,10,6,468,background
425412192,73115122173,48729,46043,TCP,23,11,9,2934,background
331122407,90204227121,0,0,ICMP,23,29,30,2520,background
187212126138,17215668,443,27933,TCP,23,30,20,8443,background
1998512540,1332191667,21556,445,TCP,23,34,4,278,background
1332191667,1998512540,445,21556,TCP,23,34,2,186,background
133373522,22811239109,46043,61718,TCP,23,5,4,2755,background
73115122173,425412192,46043,48729,TCP,23,6,6,2972,background
4824947175,211248107181,445,2010,TCP,23,61,3,279,background
4824947175,211248107181,445,13593,TCP,23,61,3,279,background
211248107181,4824947175,2010,445,TCP,23,61,6,417,background
211248107181,4824947175,13593,445,TCP,23,61,6,417,background
235875175,17311424831,28615,29420,TCP,23,9,3,144,background
6320197248,232886115,2601,33568,TCP,23,9,3,144,background
15168145243,254201115128,7094,32436,TCP,23,9,3,144,background
9959255152,17142200213,17230,10556,TCP,24,1,2,92,background
86234129111,112293126,16284,445,TCP,24,12,13,4240,background
112293126,86234129111,445,16284,TCP,24,12,9,1653,background
9959255152,17142200213,135,33320,TCP,24,14,6,716,background
11413994160,8510999158,36339,80,TCP,24,60,8,2982,background
9959255152,83245106225,17230,1031,TCP,25,1,3,138,background
1407196140,133373522,19619,46043,TCP,25,10,6,1222,background
124207173247,133373522,57477,46043,TCP,25,10,6,1223,background
1839518766,23823518855,24275,445,TCP,25,12,13,4233,background
9959255152,83245106225,135,44390,TCP,25,12,6,716,background
23823518855,1839518766,445,24275,TCP,25,12,9,1653,background
252247069,230177210,42721,135,TCP,25,30,10,978,background
252247069,230177210,60166,4439,TCP,25,30,10,1077,background
230177210,252247069,135,42721,TCP,25,30,7,1080,background
230177210,252247069,4439,60166,TCP,25,30,7,1060,background
133373522,1407196140,46043,19619,TCP,25,6,4,2755,background
133373522,124207173247,46043,57477,TCP,25,6,4,2755,background
229118240155,8510999158,64284,80,TCP,25,60,8,3044,background
241227203,1332191667,49517,445,TCP,25,61,42,9102,background
9959255152,83245106225,17230,26692,TCP,26,1,3,138,background
9959255152,17142200213,17230,16796,TCP,26,1,3,138,background
159138226203,133373522,13735,46043,TCP,26,11,9,3062,background
73115122173,2521161867,46043,23390,TCP,26,12,32856,45653426,background
73115122173,2521161867,46043,23390,TCP,26,12,32912,45731266,background
2521161867,73115122173,23390,46043,TCP,26,12,17412,801967,background
13513171121,12916092113,1433,51943,TCP,26,20,4,190,background
12916092113,13513171121,51943,1433,TCP,26,20,4,190,background
6154210194,11623443255,30905,43341,TCP,26,38,2,92,background
133373522,159138226203,46043,13735,TCP,26,6,6,2975,background
9959255152,15114811257,445,3183,TCP,26,71,318,33443,background
8047181125,1057521351,43188,445,TCP,27,1,19,5423,background
1057521351,8047181125,445,43188,TCP,27,1,14,2501,background
1057521351,8047181125,445,43188,TCP,27,1,15,2561,background
357115269,9187903,135,46772,TCP,27,13,6,792,background
357115269,9187903,53729,24458,TCP,27,13,5,664,background
252247069,21330151111,57699,445,TCP,27,2,22,4713,background
21330151111,252247069,445,57699,TCP,27,2,25,17206,background
7915115126,1991387391,137,137,UDP,27,55,9,702,background
659398244,254263681,49701,161,UDP,27,60,4,428,background
9959255152,180155169235,445,30497,TCP,27,70,407,42791,background
18596197249,133373522,48582,46043,TCP,28,10,9,3017,background
357115269,147253216165,445,42514,TCP,28,11,15,2418,background
11919790196,150120221246,4448,445,TCP,28,12,15,7720,background
150120221246,11919790196,445,4448,TCP,28,12,10,2405,background
11919790196,23823518855,60496,4439,TCP,28,15,7,1499,background
11919790196,23823518855,52097,135,TCP,28,15,8,1300,background
23823518855,11919790196,135,52097,TCP,28,15,6,884,background
23823518855,11919790196,4439,60496,TCP,28,15,6,1888,background
1057521351,8047181125,445,7874,TCP,28,35,2,1168,background
11919790196,16821321563,22199,445,TCP,28,36,87,22251,background
16821321563,11919790196,445,22199,TCP,28,36,80,19232,background
133373522,18596197249,46043,48582,TCP,28,6,6,2975,background
15121218118,2315412464,51390,54373,TCP,28,60,4,209,background
19718824044,8510999158,48474,80,TCP,28,60,8,3005,background
340191174,2752174252,63280,33568,TCP,28,9,3,144,background
8510999158,25190101178,80,19419,TCP,29,1,4,515,background
151100102157,73115122173,65186,46043,TCP,29,10,6,1223,background
73115122173,151100102157,46043,65186,TCP,29,5,4,2752,background
25190101178,8510999158,19419,80,TCP,29,61,8,2995,background
719650144,15121218118,65177,51390,TCP,30,60,3,138,background
10136234215,16821321563,27980,445,TCP,31,11,14,3963,background
16821321563,10136234215,445,27980,TCP,31,11,12,2181,background
1332191667,128157148109,445,11645,TCP,31,30,2,186,background
42217127135,170255222238,8241,26078,TCP,31,60,30,3650,background
133373522,154159178122,46043,27237,TCP,32,1,4,413,background
154159178122,133373522,27237,46043,TCP,32,1,5,856,background
22622726101,1654470111,52614,445,TCP,32,14,20,4597,background
64132149206,23823518855,61015,445,TCP,33,11,17,4347,background
23823518855,64132149206,445,61015,TCP,33,11,15,2418,background
331122407,10525275147,0,0,ICMP,33,29,30,2520,background
331122407,4221320041,0,0,ICMP,33,29,30,2520,background
331122407,3314416937,0,0,ICMP,33,29,30,2520,background
331122407,1599156146,0,0,ICMP,33,29,30,2520,background
331122407,5621715128,0,0,ICMP,33,29,30,2520,background
163515158,4824947175,24859,445,TCP,33,35,4,278,background
6154210194,4185202234,30905,33648,TCP,33,38,2,92,background
232138169240,16880226107,139,11417,TCP,33,61,61,17327,background
16880226107,232138169240,11417,139,TCP,33,61,65,21046,background
42217127135,1999119233,27344,26078,TCP,33,61,4,392,background
9959255152,11613313219,445,21662,TCP,33,72,318,33443,background
133373522,11311616678,46043,46059,TCP,34,1,4,376,background
11311616678,133373522,46059,46043,TCP,34,1,6,430,background
107103131139,73115122173,21358,46043,TCP,34,11,9,2989,background
1256174230,1057521351,52066,445,TCP,34,12,13,4238,background
1057521351,1256174230,445,52066,TCP,34,12,9,1654,background
681165162,16821321563,18202,139,TCP,34,13,14,4312,background
681165162,16821321563,45104,139,TCP,34,13,12,1509,background
681165162,16821321563,6245,139,TCP,34,13,13,1533,background
16821321563,681165162,139,18202,TCP,34,13,12,1411,background
16821321563,681165162,139,45104,TCP,34,13,10,1562,background
16821321563,681165162,139,6245,TCP,34,13,11,1667,background
73115122173,107103131139,46043,21358,TCP,34,6,6,2972,background
42217127135,1999119233,47597,26078,TCP,34,61,32,3750,background
42217127135,170255222238,2981,26078,TCP,34,61,4,392,background
80916040,9421055143,7034,33568,TCP,34,9,3,152,background
80916040,2752174252,12537,33568,TCP,34,9,3,152,background
80916040,1768162198,9598,33568,TCP,34,9,3,152,background
80916040,1141703162,63900,33568,TCP,34,9,3,152,background
80916040,199851902,15606,33568,TCP,34,9,3,152,background
80916040,11519818621,41437,33568,TCP,34,9,3,152,background
80916040,12510412099,23965,33568,TCP,34,9,3,152,background
80916040,232886115,54839,33568,TCP,34,9,3,152,background
27202187195,73115122173,61663,46043,TCP,35,11,9,2978,background
357115269,687146114,445,17928,TCP,35,11,9,2359,background
184177242125,4824947175,37359,445,TCP,35,31,3,185,background
73115122173,27202187195,46043,61663,TCP,35,6,6,2972,background
151100102157,8510999158,51994,80,TCP,35,60,8,3001,background
11311616678,73115122173,46522,46043,TCP,36,1,7,1304,background
13417522862,73115122173,52632,46043,TCP,36,10,6,1223,background
133373522,1296495133,46043,29688,TCP,36,18,48481,67377347,background
133373522,1296495133,46043,29688,TCP,36,18,48587,67524687,background
1296495133,133373522,29688,46043,TCP,36,18,25726,1183549,background
73115122173,13417522862,46043,52632,TCP,36,5,4,2752,background
15121218118,9912819817,51390,58091,TCP,36,60,4,184,background
1641302113,1332191667,3031,445,TCP,36,60,34,4316,background
9912819817,15121218118,58091,51390,TCP,36,60,4,184,background
357115269,1588221237,445,28528,TCP,37,35,83,20954,background
659398244,1863714975,49701,161,UDP,37,60,4,428,background
73115122173,11311616678,46043,43368,TCP,38,1,4,445,background
11311616678,73115122173,43368,46043,TCP,38,1,6,932,background
131221757,73115122173,4087,46043,TCP,38,10,12,7304,background
17824315172,21338135248,42536,41122,TCP,38,36,10,592,background
17824315172,21338135248,22172,41122,TCP,38,36,10,592,background
73115122173,131221757,46043,4087,TCP,38,6,7,3019,background
8523221892,2752174252,61194,33568,TCP,38,9,3,144,background
18254117204,73115122173,54492,46043,TCP,39,10,6,1283,background
1171166159,133373522,46388,46043,TCP,39,10,9,2968,background
2501626728,73115122173,9824,46043,TCP,39,10,6,1223,background
25092177152,73115122173,38060,46043,TCP,39,11,9,2787,background
169202209104,230177210,29906,445,TCP,39,11,17,4389,background
230177210,169202209104,445,29906,TCP,39,11,15,2418,background
357115269,35613231,445,13696,TCP,39,13,9,1653,background
73115122173,18254117204,46043,54492,TCP,39,5,4,2748,background
73115122173,2501626728,46043,9824,TCP,39,5,4,2753,background
73115122173,25092177152,46043,38060,TCP,39,6,6,2976,background
133373522,1171166159,46043,46388,TCP,39,6,6,2975,background
235875175,17311424831,48038,29420,TCP,39,9,3,144,background
236125012,8510999158,18894,80,TCP,40,60,8,3050,background
11061156134,133373522,51862,46043,TCP,41,10,9,2894,background
85188238191,133373522,62405,46043,TCP,41,10,6,1223,background
357115269,242164182215,445,54361,TCP,41,15,9,1653,background
7416224932,1332191667,10641,445,TCP,41,34,4,278,background
1332191667,7416224932,445,10641,TCP,41,34,2,186,background
133373522,11061156134,46043,51862,TCP,41,6,6,2979,background
133373522,85188238191,46043,62405,TCP,41,6,4,2755,background
23515536115,15121218118,30133,51390,TCP,41,60,4,211,background
171165223251,15496112254,26415,2049,TCP,41,66,5474,938428,background
15496112254,171165223251,2049,26415,TCP,41,66,5445,915272,background
162335166,91192110163,15769,61774,TCP,42,10,12,836,background
91192110163,162335166,61774,15769,TCP,42,10,8,4687,background
673421182,73115122173,45593,46043,TCP,42,10,6,1223,background
73115122173,673421182,46043,45593,TCP,42,5,4,2752,background
1413093144,1245130197,56222,56222,UDP,42,60,3,282,background
1245130197,1413093144,56222,56222,UDP,42,60,3,282,background
15121218118,185225208174,51390,26887,TCP,42,60,3,138,background
49143240129,1651571533,61671,2049,TCP,42,70,309,84972,background
9959255152,29414179,445,30216,TCP,42,71,313,32929,background
8632188223,22724196158,40070,33568,TCP,42,9,3,152,background
2019515419,230177210,31008,445,TCP,43,11,17,4483,background
230177210,2019515419,445,31008,TCP,43,11,15,2418,background
331122407,37110126148,0,0,ICMP,43,29,30,2520,background
6154210194,687146114,30905,34962,TCP,43,38,2,92,background
73115122173,4224521371,46043,65126,TCP,43,5,4,2752,background
231457120,1332191667,12512,445,TCP,43,54,54,17377,background
1332191667,231457120,445,12512,TCP,43,54,52,10995,background
4224521371,73115122173,65126,46043,TCP,43,6,6,1213,background
91192110163,227713486,61774,44723,TCP,44,10,8,4687,background
227713486,91192110163,44723,61774,TCP,44,10,12,836,background
357115269,11317815019,445,30289,TCP,44,14,9,1653,background
91192110163,211246251129,59267,15668,TCP,44,4,5,237,background
211246251129,91192110163,15668,59267,TCP,44,4,8,437,background
2239885235,245469189,137,137,UDP,44,54,6,468,background
1557971232,8510999158,41336,80,TCP,44,60,8,3004,background
340191174,11519818621,9556,33568,TCP,44,9,3,144,background
223145169233,230177210,26082,389,TCP,45,1,9,2190,background
223145169233,16821321563,60939,389,TCP,45,1,12,3193,background
223145169233,230177210,39835,389,TCP,45,1,22,6040,background
16821321563,223145169233,389,60939,TCP,45,1,10,2831,background
16821321563,223145169233,389,60939,TCP,45,1,11,4221,background
230177210,223145169233,389,26082,TCP,45,1,7,846,background
230177210,223145169233,389,39835,TCP,45,1,25,24226,background
230177210,223145169233,389,39835,TCP,45,1,29,29786,background
1364010714,133373522,20509,46043,TCP,45,10,6,1213,background
1125449156,73115122173,11522,46043,TCP,45,10,6,1223,background
2175102104,21330151111,18879,445,TCP,45,10,17,4349,background
72691831,133373522,24753,46043,TCP,45,10,6,1222,background
21330151111,2175102104,445,18879,TCP,45,10,15,2418,background
57664255,1057521351,49895,445,TCP,45,11,13,3869,background
932304182,133373522,29420,46043,TCP,45,11,9,2972,background
1057521351,57664255,445,49895,TCP,45,11,12,2181,background
223145169233,230177210,48255,445,TCP,45,12,13,3881,background
230177210,223145169233,445,48255,TCP,45,12,11,2182,background
25382124132,16821321563,4130,445,TCP,45,14,13,4213,background
16821321563,25382124132,445,4130,TCP,45,14,9,1653,background
223145169233,230177210,41389,135,TCP,45,22,7,540,background
223145169233,1057521351,22789,135,TCP,45,22,8,859,background
223145169233,1057521351,46008,9140,TCP,45,22,7,871,background
1057521351,223145169233,135,22789,TCP,45,22,6,800,background
1057521351,223145169233,9140,46008,TCP,45,22,5,436,background
230177210,223145169233,135,41389,TCP,45,22,5,432,background
223145169233,23823518855,41740,445,TCP,45,23,5592,592217,background
23823518855,223145169233,445,41740,TCP,45,23,5543,613724,background
23823518855,223145169233,445,41740,TCP,45,23,5594,620418,background
223145169233,230177210,6199,53729,TCP,45,30,13,4118,background
230177210,223145169233,53729,6199,TCP,45,30,10,1596,background
73115122173,1125449156,46043,11522,TCP,45,6,4,2752,background
133373522,1364010714,46043,20509,TCP,45,6,4,2755,background
133373522,72691831,46043,24753,TCP,45,6,4,2755,background
133373522,932304182,46043,29420,TCP,45,6,6,2975,background
23413224251,73115122173,43316,46043,TCP,46,10,6,1219,background
1991387391,25382124132,137,137,UDP,46,2,2,180,background
25382124132,1991387391,137,137,UDP,46,2,2,156,background
6154210194,216116143223,30905,52324,TCP,46,38,2,92,background
73115122173,23413224251,46043,43316,TCP,46,6,4,2748,background
234219165183,15121218118,25093,51390,TCP,46,60,3,138,background
13513171121,12916092113,1433,49363,TCP,46,60,9,1015,background
15121218118,234219165183,51390,25093,TCP,46,60,3,138,background
12916092113,13513171121,49363,1433,TCP,46,60,11,1112,background
659398244,1057521351,4369,445,TCP,47,12,17,4373,background
